n_windows,in_house_mean_sqi,orphanidou_acceptable_frac,spearman_with_template_corr,point_biserial_with_binary,both_pass,both_fail,inhouse_pass_orph_fail,inhouse_fail_orph_pass
1800,0.9787,0.6461,0.7817,0.5914,1163,0,637,0
