perturbation_magnitude,median_rank_correlation,min_rank_correlation,n_resamples
0.02,0.999809775664174,0.9988053200591117,50
0.05,0.9994104378937543,0.9941159346214958,50
0.1,0.9978915321281348,0.9742210469005211,50
0.2,0.9911303458927321,0.9372419693552149,50
