threshold_name,threshold_value,in_house_pass_rate,orphanidou_pass_rate,agreement_rate,balanced_accuracy,auroc
default,0.7,1.0,0.2235294117647059,0.2235294117647059,0.5,0.7034529505582137
recalibrated_youden,0.9914980320074248,0.40588235294117647,0.2235294117647059,0.6694117647058824,0.6690590111642742,0.7034529505582137
