n_windows,in_house_mean_sqi,orphanidou_acceptable_frac,spearman_with_template_corr,point_biserial_with_binary,both_pass,both_fail,inhouse_pass_orph_fail,inhouse_fail_orph_pass
6585,0.9861,0.2565,0.0044,-0.0514,1689,0,4896,0
